index,tweet_created_at
576,1605101287.0
577,1605101284.0
578,1605101283.0
579,1605101226.0
580,1605101281.0
581,1605101225.0
582,1605101279.0
583,1605101225.0
584,1605101271.0
585,1605101225.0
586,1605101270.0
587,1605101224.0
588,1605101262.0
589,1605101213.0
590,1605101245.0
591,1605101209.0
592,1605101242.0
593,1605101208.0
594,1605101238.0
595,1605101208.0
596,1605101234.0
597,1605101200.0
598,1605101234.0
599,1605101198.0
600,1605101233.0
601,1605101180.0
602,1605101230.0
603,1605101180.0
604,1605101167.0
605,1605101154.0
606,1605101224.0
607,1605101154.0
608,1605101211.0
609,1605101305.0
610,1605101201.0
611,1605101277.0
612,1605101200.0
613,1605101277.0
614,1605101192.0
615,1605101271.0
616,1605101176.0
617,1605101255.0
618,1605101161.0
619,1605101233.0
620,1605101269.0
621,1605101216.0
622,1605101192.0
623,1605101176.0
624,1605101181.0
625,1605101151.0
626,1605101162.0
627,1605101143.0
628,1605101137.0
629,1605101131.0
630,1605101080.0
631,1605101095.0
632,1605101072.0
633,1605101037.0
634,1605101283.0
635,1605101250.0
636,1605101238.0
637,1605101238.0
638,1605101233.0
639,1605101223.0
640,1605101213.0
641,1605101202.0
642,1605101273.0
643,1605101201.0
644,1605101235.0
645,1605101188.0
646,1605101187.0
647,1605101185.0
648,1605101227.0
649,1605101174.0
650,1605101171.0
651,1605101216.0
652,1605101168.0
653,1605101196.0
654,1605101164.0
655,1605101191.0
656,1605101162.0
657,1605101187.0
658,1605101275.0
659,1605101182.0
660,1605101246.0
661,1605101159.0
662,1605101128.0
663,1605101251.0
664,1605101051.0
665,1605101237.0
666,1605101166.0
667,1605101058.0
668,1605101284.0
669,1605101283.0
670,1605101277.0
671,1605101272.0
672,1605101261.0
673,1605101251.0
674,1605101236.0
675,1605101229.0
676,1605101222.0
677,1605101212.0
678,1605101211.0
679,1605101210.0
680,1605101208.0
681,1605101196.0
682,1605101179.0
683,1605101157.0
684,1605101194.0
685,1605101184.0
686,1605101133.0
687,1605101104.0
688,1605101279.0
689,1605101253.0
690,1605101248.0
691,1605101238.0
692,1605101233.0
693,1605101229.0
694,1605101224.0
695,1605101221.0
696,1605101219.0
697,1605101212.0
698,1605101209.0
699,1605101191.0
700,1605101178.0
701,1605101164.0
702,1605101319.0
703,1605101178.0
704,1605101154.0
705,1605101102.0
706,1605101277.0
707,1605101283.0
708,1605101283.0
709,1605101262.0
710,1605101256.0
711,1605101254.0
712,1605101243.0
713,1605101271.0
714,1605101239.0
715,1605101241.0
716,1605101234.0
717,1605101229.0
718,1605101220.0
719,1605101223.0
720,1605101209.0
721,1605101208.0
722,1605101198.0
723,1605101208.0
724,1605101197.0
725,1605101199.0
726,1605101161.0
727,1605101187.0
728,1605101159.0
729,1605101174.0
730,1605101234.0
731,1605101164.0
732,1605101161.0
733,1605101106.0
734,1605101157.0
735,1605101103.0
736,1605101154.0
737,1605101207.0
738,1605101181.0
739,1605101169.0
740,1605101103.0
741,1605101043.0
742,1605101282.0
743,1605101252.0
744,1605101242.0
745,1605101238.0
746,1605101210.0
747,1605101186.0
748,1605101178.0
749,1605101161.0
750,1605101232.0
751,1605101220.0
752,1605101276.0
753,1605101268.0
754,1605101274.0
755,1605101268.0
756,1605101266.0
757,1605101258.0
758,1605101234.0
759,1605101233.0
760,1605101232.0
761,1605101221.0
762,1605101220.0
763,1605101198.0
764,1605101196.0
765,1605101173.0
766,1605101171.0
767,1605101163.0
768,1605101163.0
769,1605101155.0
770,1605101254.0
771,1605101252.0
772,1605101188.0
773,1605101092.0
774,1605101072.0
775,1605101255.0
776,1605101254.0
777,1605101252.0
778,1605101215.0
779,1605101214.0
780,1605101212.0
781,1605101206.0
782,1605101193.0
783,1605101187.0
784,1605101182.0
785,1605101170.0
786,1605101163.0
787,1605101158.0
788,1605101156.0
789,1605101303.0
790,1605101300.0
791,1605101206.0
792,1605101099.0
793,1605101276.0
794,1605101284.0
795,1605101271.0
796,1605101259.0
797,1605101252.0
798,1605101238.0
799,1605101226.0
800,1605101213.0
801,1605101211.0
802,1605101190.0
803,1605101167.0
804,1605101163.0
805,1605101290.0
806,1605101285.0
807,1605101258.0
808,1605101141.0
809,1605101079.0
810,1605101276.0
811,1605101264.0
812,1605101258.0
813,1605101253.0
814,1605101233.0
815,1605101231.0
816,1605101218.0
817,1605101206.0
818,1605101204.0
819,1605101196.0
820,1605101193.0
821,1605101186.0
822,1605101184.0
823,1605101177.0
824,1605101175.0
825,1605101170.0
826,1605101165.0
827,1605101162.0
828,1605101301.0
829,1605101295.0
830,1605101280.0
831,1605101276.0
832,1605101223.0
833,1605101173.0
834,1605101108.0
835,1605101107.0
836,1605101100.0
837,1605101090.0
838,1605101263.0
839,1605101241.0
840,1605101229.0
841,1605101221.0
842,1605101210.0
843,1605101205.0
844,1605101198.0
845,1605101191.0
846,1605101187.0
847,1605101178.0
848,1605101176.0
849,1605101261.0
850,1605101237.0
851,1605101214.0
852,1605101108.0
853,1605101105.0
854,1605101282.0
855,1605101274.0
856,1605101274.0
857,1605101259.0
858,1605101253.0
859,1605101251.0
860,1605101244.0
861,1605101240.0
862,1605101237.0
863,1605101234.0
864,1605101233.0
865,1605101230.0
866,1605101216.0
867,1605101214.0
868,1605101209.0
869,1605101201.0
870,1605101192.0
871,1605101187.0
872,1605101179.0
873,1605101162.0
874,1605101161.0
875,1605101154.0
876,1605101154.0
877,1605101275.0
878,1605101119.0
879,1605101111.0
880,1605101284.0
881,1605101282.0
882,1605101281.0
883,1605101275.0
884,1605101271.0
885,1605101238.0
886,1605101237.0
887,1605101217.0
888,1605101201.0
889,1605101279.0
890,1605101226.0
891,1605101156.0
892,1605101138.0
893,1605101118.0
894,1605101104.0
895,1605101063.0
896,1605101051.0
897,1605100939.0
898,1605101024.0
899,1605100865.0
900,1605100711.0
901,1605100598.0
902,1605100550.0
903,1605100526.0
904,1605100521.0
905,1605100442.0
906,1605100332.0
907,1605100326.0
908,1605101349.0
909,1605101345.0
910,1605101337.0
911,1605101267.0
912,1605101230.0
913,1605101224.0
914,1605101223.0
915,1605101184.0
916,1605101176.0
917,1605101128.0
918,1605101108.0
919,1605101089.0
920,1605100849.0
921,1605100815.0
922,1605100755.0
923,1605100706.0
924,1605100602.0
925,1605100483.0
926,1605100439.0
927,1605100426.0
928,1605100421.0
929,1605100346.0
930,1605100320.0
931,1605101338.0
932,1605101336.0
933,1605101317.0
934,1605101244.0
935,1605101238.0
936,1605101232.0
937,1605101181.0
938,1605101152.0
939,1605101141.0
940,1605101071.0
941,1605100960.0
942,1605100990.0
943,1605100960.0
944,1605100905.0
945,1605100833.0
946,1605100819.0
947,1605100812.0
948,1605100634.0
949,1605100582.0
950,1605100542.0
951,1605100503.0
952,1605100403.0
953,1605100341.0
954,1605100312.0
955,1605101347.0
956,1605101346.0
957,1605101337.0
958,1605101336.0
959,1605101331.0
960,1605101318.0
961,1605101246.0
962,1605101245.0
963,1605101213.0
964,1605101207.0
965,1605101189.0
966,1605101171.0
967,1605101067.0
968,1605101064.0
969,1605101054.0
970,1605100974.0
971,1605100773.0
972,1605100721.0
973,1605100688.0
974,1605100653.0
975,1605100647.0
976,1605100571.0
977,1605100495.0
978,1605100434.0
979,1605100432.0
980,1605100363.0
981,1605101326.0
982,1605101323.0
983,1605101320.0
984,1605101318.0
985,1605101307.0
986,1605101288.0
987,1605101281.0
988,1605101260.0
989,1605101256.0
990,1605101220.0
991,1605101192.0
992,1605101187.0
993,1605101100.0
994,1605101077.0
995,1605101069.0
996,1605101063.0
997,1605101001.0
998,1605100960.0
999,1605100907.0
1000,1605100884.0
1001,1605100870.0
1002,1605100860.0
1003,1605100850.0
1004,1605100803.0
1005,1605100742.0
1006,1605100708.0
1007,1605100646.0
1008,1605100531.0
1009,1605100479.0
1010,1605100399.0
1011,1605100395.0
1012,1605101291.0
1013,1605101238.0
1014,1605101195.0
1015,1605101119.0
1016,1605101117.0
1017,1605101059.0
1018,1605101055.0
1019,1605101052.0
1020,1605100985.0
1021,1605100820.0
1022,1605100807.0
1023,1605100801.0
1024,1605100696.0
1025,1605100682.0
1026,1605100650.0
1027,1605100624.0
1028,1605100616.0
1029,1605100565.0
1030,1605100505.0
1031,1605100443.0
1032,1605100440.0
1033,1605100438.0
1034,1605100368.0
1035,1605101350.0
1036,1605101314.0
1037,1605101276.0
1038,1605101274.0
1039,1605101268.0
1040,1605101259.0
1041,1605101226.0
1042,1605101213.0
1043,1605101198.0
1044,1605101197.0
1045,1605101181.0
1046,1605101179.0
1047,1605101137.0
1048,1605101137.0
1049,1605101136.0
1050,1605101120.0
1051,1605101092.0
1052,1605101067.0
1053,1605101007.0
1054,1605100876.0
1055,1605100829.0
1056,1605100801.0
1057,1605100790.0
1058,1605100700.0
1059,1605100521.0
1060,1605100439.0
1061,1605101333.0
1062,1605101319.0
1063,1605101285.0
1064,1605101284.0
1065,1605101275.0
1066,1605101269.0
1067,1605101236.0
1068,1605101212.0
1069,1605101162.0
1070,1605101140.0
1071,1605101127.0
1072,1605101091.0
1073,1605101004.0
1074,1605100990.0
1075,1605100976.0
1076,1605100967.0
1077,1605100873.0
1078,1605100754.0
1079,1605100710.0
1080,1605100605.0
1081,1605100576.0
1082,1605100574.0
1083,1605100556.0
1084,1605100504.0
1085,1605101294.0
1086,1605101282.0
1087,1605101236.0
1088,1605101191.0
1089,1605101168.0
1090,1605101133.0
1091,1605101118.0
1092,1605101109.0
1093,1605101065.0
1094,1605101061.0
1095,1605101057.0
1096,1605100983.0
1097,1605100973.0
1098,1605100856.0
1099,1605100720.0
1100,1605100665.0
1101,1605100579.0
1102,1605100516.0
1103,1605100506.0
1104,1605100443.0
1105,1605100378.0
1106,1605100360.0
1107,1605100342.0
1108,1605101318.0
1109,1605101286.0
1110,1605101267.0
1111,1605101231.0
1112,1605101220.0
1113,1605101159.0
1114,1605101139.0
1115,1605101109.0
1116,1605101061.0
1117,1605100821.0
1118,1605100693.0
1119,1605100580.0
1120,1605100561.0
1121,1605100523.0
1122,1605100517.0
1123,1605100391.0
1124,1605101306.0
1125,1605101285.0
1126,1605101267.0
1127,1605101214.0
1128,1605101207.0
1129,1605101199.0
1130,1605101142.0
1131,1605101137.0
1132,1605101122.0
1133,1605101087.0
1134,1605100993.0
1135,1605101013.0
1136,1605100993.0
1137,1605100983.0
1138,1605100926.0
1139,1605100834.0
1140,1605100751.0
1141,1605100687.0
1142,1605100524.0
1143,1605100444.0
1144,1605100314.0
1145,1605101350.0
1146,1605101343.0
1147,1605101329.0
1148,1605101324.0
1149,1605101264.0
1150,1605101258.0
1151,1605101255.0
1152,1605101246.0
1153,1605101238.0
1154,1605101221.0
1155,1605101207.0
1156,1605101204.0
1157,1605101082.0
1158,1605101082.0
1159,1605101065.0
1160,1605101061.0
1161,1605101008.0
1162,1605100994.0
1163,1605100987.0
1164,1605100971.0
1165,1605100924.0
1166,1605100853.0
1167,1605100771.0
1168,1605100762.0
1169,1605100759.0
1170,1605100654.0
1171,1605100497.0
1172,1605100364.0
1173,1605101331.0
1174,1605101304.0
1175,1605101286.0
1176,1605101196.0
1177,1605101190.0
1178,1605101174.0
1179,1605101168.0
1180,1605101147.0
1181,1605101145.0
1182,1605101091.0
1183,1605100935.0
1184,1605100867.0
1185,1605100882.0
1186,1605100839.0
1187,1605100832.0
1188,1605100786.0
1189,1605100642.0
1190,1605100438.0
1191,1605100392.0
1192,1605100357.0
1193,1605100312.0
1194,1605101347.0
1195,1605101342.0
1196,1605101339.0
1197,1605101322.0
1198,1605101315.0
1199,1605101248.0
1200,1605101240.0
1201,1605101236.0
1202,1605101219.0
1203,1605101214.0
1204,1605101202.0
1205,1605101193.0
1206,1605101176.0
1207,1605101115.0
1208,1605101106.0
1209,1605101067.0
1210,1605100847.0
1211,1605100726.0
1212,1605100571.0
1213,1605100566.0
1214,1605100516.0
1215,1605100513.0
1216,1605100506.0
1217,1605100450.0
1218,1605100448.0
1219,1605100444.0
1220,1605100419.0
1221,1605100326.0
1222,1605100302.0
1223,1605101352.0
1224,1605101295.0
1225,1605101276.0
1226,1605101271.0
1227,1605101197.0
1228,1605101160.0
1229,1605101148.0
1230,1605101119.0
1231,1605101112.0
1232,1605101083.0
1233,1605101067.0
1234,1605100810.0
1235,1605101000.0
1236,1605100803.0
1237,1605100792.0
1238,1605100673.0
1239,1605100572.0
1240,1605100523.0
1241,1605100505.0
1242,1605100440.0
1243,1605101307.0
1244,1605101292.0
1245,1605101289.0
1246,1605101282.0
1247,1605101258.0
1248,1605101250.0
1249,1605101234.0
1250,1605101175.0
1251,1605101157.0
1252,1605101094.0
1253,1605100905.0
1254,1605100855.0
1255,1605100840.0
1256,1605100829.0
1257,1605100793.0
1258,1605100744.0
1259,1605100721.0
1260,1605100708.0
1261,1605100561.0
1262,1605100510.0
1263,1605100501.0
1264,1605100498.0
1265,1605101333.0
1266,1605101332.0
1267,1605101329.0
1268,1605101318.0
1269,1605101301.0
1270,1605101299.0
1271,1605101285.0
1272,1605101283.0
1273,1605101279.0
1274,1605101239.0
1275,1605101206.0
1276,1605101167.0
1277,1605101166.0
1278,1605101162.0
1279,1605101153.0
1280,1605101147.0
1281,1605101026.0
1282,1605101025.0
1283,1605101357.0
1284,1605101010.0
1285,1605101295.0
1286,1605100947.0
1287,1605101294.0
1288,1605100941.0
1289,1605101272.0
1290,1605100924.0
1291,1605101261.0
1292,1605101356.0
1293,1605101247.0
1294,1605101344.0
1295,1605101212.0
1296,1605101339.0
1297,1605101206.0
1298,1605101319.0
1299,1605101200.0
1300,1605101291.0
1301,1605101182.0
1302,1605101166.0
1303,1605101280.0
1304,1605101152.0
1305,1605101146.0
1306,1605101277.0
1307,1605101136.0
1308,1605101254.0
1309,1605101127.0
1310,1605101253.0
1311,1605101117.0
1312,1605101226.0
1313,1605101076.0
1314,1605101170.0
1315,1605101069.0
1316,1605101155.0
1317,1605101050.0
1318,1605101133.0
1319,1605101043.0
1320,1605101125.0
1321,1605101042.0
1322,1605101114.0
1323,1605101037.0
1324,1605101110.0
1325,1605101347.0
1326,1605101104.0
1327,1605101340.0
1328,1605101102.0
1329,1605101311.0
1330,1605101091.0
1331,1605101300.0
1332,1605101400.0
1333,1605101300.0
1334,1605101375.0
1335,1605101271.0
1336,1605101357.0
1337,1605101256.0
1338,1605101222.0
1339,1605101348.0
1340,1605101195.0
1341,1605101312.0
1342,1605101176.0
1343,1605101307.0
1344,1605101167.0
1345,1605101301.0
1346,1605101160.0
1347,1605101268.0
1348,1605101140.0
1349,1605101242.0
1350,1605101422.0
1351,1605101222.0
1352,1605101415.0
1353,1605101216.0
1354,1605101413.0
1355,1605101210.0
1356,1605101412.0
1357,1605101207.0
1358,1605101412.0
1359,1605101201.0
1360,1605101405.0
1361,1605101192.0
1362,1605101397.0
1363,1605101186.0
1364,1605101396.0
1365,1605101163.0
1366,1605101388.0
1367,1605101149.0
1368,1605101386.0
1369,1605101420.0
1370,1605101374.0
1371,1605101418.0
1372,1605101374.0
1373,1605101417.0
1374,1605101364.0
1375,1605101416.0
1376,1605101364.0
1377,1605101401.0
1378,1605101354.0
1379,1605101396.0
1380,1605101353.0
1381,1605101386.0
1382,1605101349.0
1383,1605101385.0
1384,1605101340.0
1385,1605101376.0
1386,1605101332.0
1387,1605101375.0
1388,1605101331.0
1389,1605101373.0
1390,1605101321.0
1391,1605101371.0
1392,1605101364.0
1393,1605101337.0
1394,1605101336.0
1395,1605101333.0
1396,1605101330.0
1397,1605101329.0
1398,1605101316.0
1399,1605101313.0
1400,1605101306.0
1401,1605101306.0
1402,1605101050.0
1403,1605100998.0
1404,1605101001.0
1405,1605100982.0
1406,1605101360.0
1407,1605101339.0
1408,1605101337.0
1409,1605101332.0
1410,1605101283.0
1411,1605101275.0
1412,1605101274.0
1413,1605101269.0
1414,1605101263.0
1415,1605101256.0
1416,1605101254.0
1417,1605101247.0
1418,1605101199.0
1419,1605101190.0
1420,1605101156.0
1421,1605101127.0
1422,1605101124.0
1423,1605101112.0
1424,1605101108.0
1425,1605101103.0
1426,1605101097.0
1427,1605101062.0
1428,1605101054.0
1429,1605101053.0
1430,1605101381.0
1431,1605101341.0
1432,1605101329.0
1433,1605101281.0
1434,1605101271.0
1435,1605101270.0
1436,1605101269.0
1437,1605101268.0
1438,1605101252.0
1439,1605101177.0
1440,1605101163.0
1441,1605101150.0
1442,1605101422.0
1443,1605101421.0
1444,1605101407.0
1445,1605101400.0
1446,1605101398.0
1447,1605101388.0
1448,1605101383.0
1449,1605101372.0
1450,1605101361.0
1451,1605101350.0
1452,1605101346.0
1453,1605101343.0
1454,1605101341.0
1455,1605101340.0
1456,1605101334.0
1457,1605101327.0
1458,1605101314.0
1459,1605100934.0
1460,1605100921.0
1461,1605101359.0
1462,1605101358.0
1463,1605101346.0
1464,1605101340.0
1465,1605101336.0
1466,1605101307.0
1467,1605101300.0
1468,1605101273.0
1469,1605101192.0
1470,1605101190.0
1471,1605101141.0
1472,1605101140.0
1473,1605101131.0
1474,1605101110.0
1475,1605101071.0
1476,1605101062.0
1477,1605101029.0
1478,1605101385.0
1479,1605101371.0
1480,1605101360.0
1481,1605101340.0
1482,1605101309.0
1483,1605101301.0
1484,1605101294.0
1485,1605101291.0
1486,1605101288.0
1487,1605101287.0
1488,1605101251.0
1489,1605101249.0
1490,1605101247.0
1491,1605101238.0
1492,1605101236.0
1493,1605101209.0
1494,1605101200.0
1495,1605101187.0
1496,1605101167.0
